x0,x1,y
2.61,9.78,-0.0359
3.94,5.79,-0.0324
1.6,8.0,0.1327
4.92,4.87,-0.1435
1.18,4.84,-0.0037
0.21,2.99,0.0304
8.39,5.77,0.0266
1.36,2.48,0.3602
8.55,8.88,0.0495
2.66,8.77,0.0088
0.81,9.93,0.0522
3.77,9.12,-0.0926
5.26,0.27,-0.0758
9.71,5.77,-0.0428
3.06,6.21,0.0464
2.94,3.06,-0.0385
3.16,2.19,-0.0245
9.4,9.15,-0.0425
7.72,2.77,0.1602
5.58,9.27,-0.078
1.76,2.77,0.3303
6.9,2.05,0.003
6.86,5.33,-0.0212
2.9,6.04,-0.0756
4.83,6.54,-0.0289
4.85,7.56,-0.0031
6.59,4.55,0.0162
9.85,8.13,-0.043
0.95,9.73,0.1523
7.75,9.96,0.0101
7.42,2.21,0.0779
9.07,3.82,0.0257
2.39,3.38,0.0235
2.62,7.35,0.122
8.08,7.6,0.117
5.67,9.83,-0.0471
6.82,8.0,0.043
7.69,8.96,0.0022
1.31,4.35,0.1429
8.21,7.54,0.0282
3.5,2.28,-0.0302
8.4,7.36,0.1001
2.25,2.02,0.0308
4.71,1.48,-0.2698
1.58,9.7,0.0523
1.37,8.97,0.1708
7.89,2.9,0.1191
8.5,7.51,0.1025
8.01,0.98,0.0603
0.57,1.55,-0.1416
0.68,4.05,-0.0037
4.61,3.9,-0.1816
4.65,8.16,-0.14
7.5,2.13,0.0574
1.36,9.49,0.149
0.67,0.99,0.0828
9.91,7.65,0.0271
9.06,8.07,0.007
8.32,4.78,0.0166
1.85,7.47,0.1253
5.15,6.74,0.0063
5.37,3.25,-0.1852
10.0,9.89,0.0019
3.22,9.55,0.0624
4.27,8.03,-0.0912
9.4,3.75,0.0488
5.54,4.31,-0.0074
4.57,0.89,-0.1964
8.42,0.6,0.0896
8.42,0.55,0.0954
8.73,0.4,0.0875
7.39,1.31,0.0115
4.48,6.54,-0.0303
7.79,3.7,0.1532
5.31,1.83,-0.2145
6.75,3.71,0.1143
5.26,5.31,-0.1105
6.04,5.64,0.0552
4.2,9.64,-0.0025
3.27,3.02,-0.0506
9.87,4.32,-0.0005
3.62,0.26,-0.0194
6.15,0.71,-0.0255
6.67,4.41,-0.0337
4.94,1.64,-0.2603
3.93,4.93,-0.0116
0.23,3.57,0.2052
4.23,5.58,-0.1537
7.86,5.46,0.1396
2.77,2.46,0.1727
6.7,7.96,-0.0299
0.18,0.36,0.3014
6.32,2.77,0.0902
3.21,0.75,-0.0358
8.72,4.07,0.014
8.89,2.81,0.0979
2.78,7.99,-0.0292
8.52,3.06,0.0266
8.42,0.03,0.1439
3.15,7.48,-0.0819
3.41,9.24,-0.0781
8.68,1.61,-0.028
6.29,2.2,-0.0111
8.72,2.76,0.1219
3.38,7.46,0.0631
8.48,8.17,0.1008
1.13,2.18,0.1663
8.94,2.45,0.0917
9.87,2.56,0.0371
2.36,2.71,0.2735
6.62,9.88,0.0231
0.62,7.73,0.1179
0.27,8.12,0.0617
4.71,0.91,-0.1969
7.95,3.08,0.0369
6.0,2.6,0.0725
1.8,6.85,0.0405
1.74,6.46,0.2103
0.54,6.75,0.1345
3.32,5.83,0.0728
1.62,2.25,0.2161
9.48,2.58,0.0694
4.98,5.3,-0.095
5.47,7.46,0.0101
4.49,2.51,-0.0189
2.26,6.35,0.1812
0.75,5.73,-0.0313
0.75,1.09,0.0528
9.07,9.91,-0.0104
7.79,1.28,0.0245
7.97,8.76,0.0983
5.32,5.1,-0.1539
8.99,0.22,0.0804
5.06,6.6,-0.1478
9.05,2.74,0.1004
1.2,2.54,0.3855
6.87,0.85,0.0378
3.45,2.58,0.0935
6.72,8.61,0.0342
1.67,6.98,0.1825
8.08,9.61,0.0019
8.34,3.1,0.0199
5.27,4.93,-0.0209
2.96,4.96,0.1253
0.66,8.39,0.0839
1.04,0.05,0.6551
2.55,9.39,0.1136
9.94,0.91,-0.0667
8.08,2.88,0.1209
8.89,7.63,-0.0157
2.48,4.75,0.0501
2.14,6.3,-0.0135
7.45,3.07,0.0329
9.62,3.6,0.0502
4.22,1.25,-0.2483
1.34,6.26,0.1302
2.9,9.47,-0.0391
3.72,6.83,-0.0008
9.84,8.66,-0.0283
2.57,3.38,-0.006
8.73,9.92,0.0833
9.0,6.36,0.0768
8.49,9.04,-0.0042
0.4,0.51,0.2802
2.99,4.01,-0.0984
7.65,2.02,0.0347
0.28,8.96,0.0554
2.37,9.07,-0.0221
0.32,7.15,-0.0628
6.89,3.59,0.1256
3.33,1.11,-0.1364
7.45,4.73,0.0889
8.55,4.6,0.1033
2.43,3.36,0.0003
2.31,1.34,-0.0164
8.13,8.88,0.1066
9.54,0.29,0.0207
1.36,3.8,0.1982
7.13,1.33,-0.006
7.42,8.4,0.008
8.44,5.97,0.1186
0.45,5.7,0.0542
4.97,5.2,-0.0302
6.53,1.63,-0.0828
5.03,9.05,-0.1213
7.58,6.84,0.0886
9.85,2.42,0.0136
4.13,6.79,-0.1331
0.58,2.15,0.0777
0.69,3.05,0.0463
8.53,8.64,-0.0116
0.23,7.79,0.0024
2.32,6.42,0.022
5.45,8.85,-0.1008
7.11,0.04,0.1541
5.55,1.17,-0.1678
4.71,4.55,-0.1077
1.38,8.94,0.1751
0.52,5.61,0.0858
0.49,0.36,0.4041
8.75,5.6,0.0333
0.14,4.26,0.204
2.26,3.64,0.2554
6.3,2.18,-0.0168
3.78,5.56,-0.1546
0.01,6.69,-0.103
8.24,2.41,0.1284
4.5,8.47,-0.1415
8.33,7.03,0.0792
4.99,2.13,-0.1606
8.16,1.88,0.0091
4.63,6.25,-0.0245
5.59,1.52,-0.1976
7.08,0.04,0.1521
8.35,0.32,0.1242
1.77,4.42,0.0208
2.42,0.12,0.3191
0.86,7.09,0.039
7.64,4.25,0.1523
4.49,9.21,-0.0083
8.99,9.98,0.0194
1.14,6.17,-0.0101
6.72,4.48,-0.0438
4.94,3.02,-0.1385
5.31,5.01,-0.0091
7.95,0.74,0.093
6.22,1.25,-0.0936
3.35,9.53,-0.087
7.86,3.26,0.0011
0.54,1.3,-0.0923
0.24,6.59,-0.0078
2.4,9.26,0.0743
9.52,7.61,0.0469
0.86,3.51,0.2066
8.03,4.81,0.0023
3.34,4.13,0.0103
8.77,4.73,0.0503
5.95,7.45,0.033
7.64,5.84,0.1173
3.4,8.74,0.0104
6.71,1.13,-0.018
7.72,3.62,0.1585
0.09,7.95,-0.0804
8.22,8.32,0.1043
6.54,1.31,-0.0602
8.13,2.98,0.0762
1.43,2.57,0.3857
5.7,3.9,-0.121
5.04,1.73,-0.2486
6.21,0.96,-0.0536
1.24,2.55,0.3877
6.03,7.93,-0.0442
1.88,6.8,0.0831
4.58,3.98,-0.2076
1.73,6.77,0.0281
1.09,3.63,0.3264
6.1,3.52,0.0248
7.15,3.51,0.097
8.11,5.7,0.0532
9.77,0.86,-0.0502
5.18,6.52,-0.1296
9.7,3.68,0.0475
2.12,7.59,0.0328
9.51,7.97,0.0494
5.68,0.34,-0.037
8.21,5.01,0.1184
3.83,0.31,-0.0611
6.85,9.62,0.0575
9.4,0.77,-0.0101
0.76,2.0,0.0091
7.84,1.91,0.0165
5.05,3.38,-0.1605
9.27,4.52,-0.0313
8.1,6.86,-0.0018
1.0,8.32,0.168
5.34,6.34,0.0053
0.86,2.48,0.3481
3.31,0.25,0.0443
8.44,8.58,0.0743
8.94,6.43,0.0167
6.39,6.88,0.0185
8.19,0.45,0.1185
8.87,8.83,-0.0031
5.96,9.33,-0.0244
2.9,8.97,0.083
0.35,5.05,0.0359
3.74,5.37,-0.1471
8.52,9.64,-0.0074
8.49,2.9,0.0968
1.47,3.36,0.0523
3.26,2.99,-0.0276
7.24,0.82,0.0686
2.52,0.21,0.2637
5.76,0.95,-0.1099
3.99,5.15,-0.1279
8.75,5.38,-0.0035
0.21,0.25,0.3954
4.3,4.89,-0.1145
7.7,5.13,0.0053
3.19,5.65,0.0967
3.4,9.57,0.041
0.71,9.84,-0.0014
2.25,5.01,0.1845
0.16,5.32,-0.0871
5.44,6.21,-0.0618
4.78,2.43,-0.0465
4.65,2.84,-0.0421
3.36,5.34,-0.1176
4.54,5.35,-0.1818
3.92,5.13,-0.1564
3.95,8.2,-0.0244
6.18,0.09,0.0527
3.29,7.44,-0.0945
6.16,5.84,0.0496
5.12,3.9,-0.1593
6.66,9.18,-0.0363
7.79,9.05,0.0005
8.74,2.96,0.0569
1.28,5.72,0.015
1.84,9.55,0.0052
3.16,4.04,-0.0949
7.53,9.0,0.0566
1.53,3.7,0.3084
3.3,6.72,-0.0144
7.78,6.6,-0.0
1.71,1.62,-0.0016
4.31,5.63,-0.012
5.0,4.93,-0.0388
0.96,1.38,-0.0103
7.67,6.76,0.0481
1.4,4.96,0.2618
6.37,3.15,-0.0724
9.17,6.65,0.0733
5.08,8.14,0.002
3.89,6.39,-0.1029
2.27,2.36,0.2066
5.39,3.45,-0.0831
0.92,6.0,0.1556
7.91,3.26,0.0007
5.9,0.44,-0.0221
0.29,5.36,-0.1055
2.85,0.25,0.1621
9.88,3.38,-0.0673
3.75,9.0,-0.1108
3.27,6.38,0.0066
1.02,9.36,-0.006
2.12,1.04,0.0939
7.79,9.17,0.0104
5.83,7.36,0.0263
7.89,1.76,0.0029
7.67,3.29,0.0041
2.35,4.06,0.0229
4.13,8.84,0.0071
1.81,0.66,0.2785
8.02,6.83,0.1142
7.31,1.93,0.0072
8.41,1.65,-0.0134
5.3,3.25,-0.1921
8.87,3.82,0.0412
4.69,0.88,-0.1924
6.6,5.79,0.0477
8.2,3.76,0.1155
1.08,8.36,-0.002
4.84,2.46,-0.034
6.89,5.24,0.1188
3.06,7.33,-0.0757
7.53,1.25,0.0229
3.12,9.18,-0.0335
7.04,4.6,0.1089
3.44,6.37,-0.0006
4.85,9.05,-0.0342
0.76,0.66,0.2803
7.18,8.9,0.0807
3.95,8.79,-0.1133
2.45,7.5,0.0418
6.4,6.73,0.0515
6.86,5.76,-0.0013
4.01,9.61,0.0122
2.33,7.04,0.1399
5.53,8.31,-0.0967
5.32,3.67,0.0157
1.19,2.49,0.3647
2.06,7.9,0.1665
7.24,9.84,0.1005
2.46,9.76,0.1046
7.65,6.28,0.0229
2.12,8.58,0.0613
1.25,4.73,0.1508
8.79,0.96,0.0214
2.67,4.01,-0.0588
1.46,6.61,0.0013
5.67,5.38,-0.0966
8.27,7.45,0.0792
0.45,7.3,0.1639
8.25,0.67,0.0913
0.84,0.97,0.1329
0.53,2.39,0.255
5.52,8.4,-0.0412
5.32,4.16,-0.0273
8.1,7.64,0.0226
4.53,4.06,-0.163
4.85,4.64,-0.0021
0.12,3.01,-0.0199
3.45,3.9,-0.1212
4.42,1.28,-0.2557
5.99,7.22,-0.0469
2.84,0.53,0.0976
1.94,6.4,-0.0054
4.84,9.04,-0.1016
0.44,4.18,0.2056
4.34,6.39,-0.1155
4.66,4.04,-0.175
8.74,0.46,0.081
0.2,7.22,0.0209
6.35,7.1,0.0547
4.89,4.58,-0.0607
9.16,0.7,0.0198
3.71,9.03,0.0053
3.99,5.61,-0.053
2.83,2.44,0.1522
6.98,9.83,0.0879
1.33,9.65,0.0101
1.34,8.62,-0.0014
3.27,0.12,0.0759
6.58,1.19,-0.0418
3.9,7.28,-0.0969
4.76,1.05,-0.2172
0.14,3.73,0.1805
7.69,7.28,0.0766
1.63,2.84,0.2987
4.42,7.62,-0.0866
0.33,2.49,0.2896
9.44,2.99,-0.0069
9.62,5.15,-0.0533
1.33,6.71,0.0237
9.91,3.58,0.0247
2.26,6.59,0.0205
2.93,5.43,0.0953
2.27,8.88,0.1323
4.37,5.97,0.0007
5.95,8.88,0.0423
1.73,1.02,0.1438
5.99,6.44,-0.0113
0.93,8.36,0.075
8.32,2.75,0.1481
4.93,3.69,-0.0023
0.66,6.44,0.1227
4.04,7.32,-0.1343
8.35,0.64,0.0891
8.21,2.41,0.1286
5.02,8.11,0.0019
9.36,4.1,-0.0032
8.53,6.95,0.0055
1.25,1.85,0.0142
5.91,5.14,-0.0919
2.89,5.07,-0.0356
4.57,2.81,-0.0306
1.62,6.61,0.004
5.0,5.54,-0.154
6.6,4.71,0.0607
2.1,7.42,0.0282
9.58,9.31,-0.0402
4.64,4.33,-0.0635
5.26,9.09,-0.1172
5.57,6.52,-0.1113
7.56,4.81,-0.0007
8.87,9.59,-0.0022
7.09,9.69,0.0258
8.54,9.53,0.0706
7.49,0.9,0.0691
7.77,9.92,0.0945
5.43,9.28,0.0072
5.11,4.7,-0.0272
4.57,3.77,-0.0591
6.13,3.7,0.0711
1.2,5.4,0.0951
4.01,5.03,-0.0369
1.83,6.0,0.1364
0.22,5.94,0.0684
5.94,9.95,0.0389
2.78,8.96,-0.0303
0.0,0.2,0.3466
0.39,8.73,0.0437
6.33,9.86,0.0565
5.99,8.18,-0.0093
4.31,7.79,-0.02
4.8,7.43,-0.1436
9.74,6.13,0.0161
9.48,7.13,-0.0367
5.94,3.77,0.0105
9.75,2.09,-0.0591
9.45,9.48,-0.0299
3.76,4.82,-0.1651
3.41,5.45,0.0733
5.87,7.09,-0.0331
8.92,0.02,0.1018
9.39,6.31,-0.0459
1.53,8.53,0.1782
3.73,8.84,0.0171
4.94,4.74,-0.0974
6.75,8.36,0.0092
3.68,1.69,-0.2368
2.52,2.98,0.0832
5.84,8.92,0.021
8.13,7.33,0.0337
0.49,9.95,-0.0439
5.68,0.88,-0.1107
1.86,6.14,0.1296
6.18,6.96,0.011
3.7,7.38,-0.1198
4.86,6.65,0.0002
4.7,4.34,-0.0848
2.92,3.88,-0.0443
8.77,2.36,0.0838
8.36,5.75,0.0022
4.28,6.66,-0.0249
6.39,7.67,-0.0309
4.52,6.64,-0.0312
6.63,3.9,-0.03
3.78,2.73,0.046
0.02,3.28,-0.2159
2.46,2.85,0.1954
3.14,0.04,0.1236
5.36,6.79,-0.109
2.96,3.0,0.0043
7.59,8.38,0.1086
3.84,2.11,-0.1463
6.29,7.48,-0.0637
1.93,8.1,0.0139
3.48,8.45,-0.0928
2.04,9.2,0.0016
1.88,0.54,0.3147
6.21,8.96,-0.0653
7.19,9.84,-0.0099
6.09,4.44,-0.1014
2.38,2.48,0.2487
0.67,7.43,-0.0402
0.06,6.9,0.133
3.68,8.18,-0.0478
5.06,1.7,-0.2495
7.48,3.47,0.0862
5.91,7.23,0.0431
5.38,9.34,-0.0231
5.04,2.7,0.0037
0.64,1.88,-0.0733
8.88,5.38,-0.015
4.32,1.5,-0.2748
3.05,8.76,0.0778
1.61,7.75,0.1203
2.23,8.57,0.0332
1.17,4.5,0.0135
2.26,9.69,0.1059
6.73,7.28,0.0077
3.27,7.2,-0.0598
9.71,3.2,-0.0897
5.61,9.98,0.0113
2.39,8.87,0.0397
4.41,8.46,-0.0054
5.07,3.13,-0.1858
4.37,0.61,-0.1506
6.14,5.21,0.0528
1.86,9.85,0.0597
4.52,4.7,-0.0302
0.75,3.55,0.2557
2.7,0.71,0.0814
5.08,9.31,-0.0063
8.76,7.38,-0.0213
6.93,7.8,-0.0184
4.47,8.9,-0.0032
4.04,6.55,0.0138
0.23,4.49,-0.1185
4.44,9.33,-0.0849
2.28,2.14,0.0837
1.71,3.29,0.0072
8.73,8.43,0.0471
6.25,1.71,-0.1146
5.77,6.32,-0.0434
0.94,3.67,0.3206
7.51,9.96,0.105
2.93,3.71,0.1422
1.84,0.6,0.2936
2.74,4.12,0.0674
8.62,8.43,0.0742
5.43,5.53,-0.1107
2.43,2.66,0.2721
9.81,0.08,0.0107
2.69,2.64,0.2274
5.06,5.43,-0.0309
2.55,3.48,0.107
7.31,9.98,0.0293
5.14,7.13,-0.0542
2.41,3.54,0.1832
1.41,1.44,0.0196
0.58,8.52,0.065
8.9,4.22,0.1051
6.55,9.3,-0.0415
9.57,8.38,0.0425
3.34,3.27,-0.1548
3.16,6.22,0.0639
1.0,7.48,0.0367
7.45,6.43,0.0444
3.22,0.05,0.101
2.52,7.38,-0.0369
7.33,6.91,0.0987
6.94,8.55,0.0707
4.69,3.92,-0.1933
1.72,9.54,-0.0009
7.93,7.39,0.0134
0.19,7.26,-0.0405
3.36,7.09,-0.048
9.99,9.4,-0.0235
4.15,6.59,-0.1202
5.5,1.25,-0.1841
9.19,4.61,0.0655
3.18,5.76,-0.0837
9.26,0.34,0.0441
0.02,1.47,-0.3638
9.12,3.81,0.032
9.03,6.98,0.0804
0.32,7.44,-0.0535
6.04,3.81,-0.0129
8.41,3.81,0.0746
4.22,5.53,-0.1331
9.79,0.54,-0.0213
3.32,4.21,0.0907
6.05,9.96,0.019
6.3,0.07,0.0706
8.34,8.49,0.0675
1.84,6.46,0.2106
6.63,4.0,-0.0518
0.35,8.95,-0.0294
0.07,0.23,0.3524
2.91,5.85,0.0716
1.71,2.13,0.1346
7.77,8.48,0.0444
9.38,0.35,0.031
9.1,3.87,-0.0095
5.01,5.69,-0.079
3.35,4.42,-0.1222
8.9,2.7,0.1171
7.01,2.59,0.1534
1.56,1.48,0.0157
1.35,6.73,0.2111
0.16,6.16,-0.0623
8.21,8.72,0.0752
1.16,5.14,0.0121
6.91,0.37,0.1046
7.46,7.05,0.1095
7.07,9.06,0.09
4.37,0.87,-0.192
8.2,8.82,0.0917
2.68,4.92,0.0922
9.5,1.94,-0.0678
6.23,7.8,-0.0528
4.21,1.95,-0.228
5.96,3.4,-0.0699
4.76,8.3,-0.0962
3.69,3.05,-0.12
0.23,1.03,-0.1046
4.63,9.7,-0.1152
4.9,3.96,-0.1991
8.55,4.51,0.0078
7.27,1.9,0.0003
5.46,5.17,-0.0645
6.5,4.53,-0.0151
9.35,5.18,0.0092
4.58,2.58,-0.0051
1.71,6.61,0.0081
5.12,1.98,-0.1992
6.44,2.99,0.0038
4.38,9.08,-0.0267
3.81,5.37,-0.1482
5.01,5.91,-0.1587
6.2,9.1,0.0519
2.91,9.13,0.0307
10.0,8.6,-0.0529
2.63,7.38,-0.028
6.28,0.33,0.0405
6.94,8.38,0.093
0.69,3.86,0.0431
9.46,7.6,0.0528
4.21,3.37,-0.1767
5.83,7.55,-0.0402
8.06,8.91,0.0018
7.57,9.65,0.0906
5.0,6.88,-0.0561
5.13,7.07,-0.1408
1.82,9.36,0.0128
2.91,7.26,-0.0604
3.98,4.92,-0.0289
1.21,9.72,0.0015
6.34,9.95,0.0465
7.63,2.22,0.086
9.77,0.52,-0.0177
5.3,9.82,-0.1111
9.1,5.13,-0.0382
1.86,1.41,0.0169
7.67,9.53,0.0256
9.38,7.07,-0.0517
8.16,2.86,0.1245
4.25,3.3,-0.2127
8.62,0.03,0.1286
7.03,3.05,0.0262
3.18,2.56,0.1335
9.22,3.87,-0.0192
0.09,9.68,0.0445
5.92,3.85,-0.0614
4.33,4.56,-0.0842
7.91,4.69,0.1285
8.27,2.29,0.0932
3.54,3.89,-0.1197
0.45,7.15,-0.0636
8.72,3.64,0.1229
0.86,7.93,0.1134
0.27,3.85,-0.0116
5.25,5.93,-0.0879
0.33,0.94,-0.0046
4.08,8.81,-0.128
3.8,0.57,-0.0969
0.22,8.98,-0.0761
3.66,2.22,-0.0823
2.91,7.95,-0.0604
8.57,7.18,0.0956
5.64,2.44,0.0056
9.91,1.1,-0.0846
2.28,3.59,0.2348
0.96,2.03,0.0607
1.87,2.29,0.2202
9.38,3.36,-0.0473
4.39,8.28,-0.1098
2.2,5.44,0.1853
8.73,7.9,0.0791
0.1,8.89,0.0131
2.66,4.16,0.1251
4.44,2.81,-0.0278
9.13,4.19,0.0781
6.9,0.74,0.055
3.79,9.36,-0.0122
8.24,3.09,0.0247
1.63,8.2,0.1756
0.49,1.41,-0.1439
8.39,3.82,0.0696
8.44,7.07,0.0257
3.8,4.92,-0.0123
8.15,8.05,0.0416
4.19,8.4,-0.1007
1.58,0.71,0.2848
6.48,3.52,0.0582
1.43,4.96,0.2645
2.44,9.57,0.1061
4.44,6.84,-0.0851
8.85,8.97,0.0746
9.06,8.12,0.0077
4.08,9.47,-0.0951
3.62,1.14,-0.1825
2.1,8.96,0.1512
0.47,6.02,-0.0202
9.7,0.46,-0.0067
7.88,5.04,0.083
5.86,1.64,-0.166
3.26,1.61,-0.1895
3.0,8.57,-0.04
8.93,5.32,-0.0072
5.91,1.33,-0.1429
3.79,7.51,0.0321
8.98,9.07,-0.029
9.75,1.57,-0.1062
5.07,6.62,-0.1356
7.01,0.66,0.0751
8.2,4.04,0.0134
3.0,8.79,-0.0674
7.06,9.51,0.0191
7.16,3.61,0.1448
7.69,3.96,-0.0001
6.58,5.14,-0.0412
3.02,0.89,-0.0323
8.57,1.48,-0.0163
9.6,9.86,-0.0564
8.84,6.11,0.0971
9.53,1.91,-0.0744
3.33,6.2,-0.0469
4.44,6.1,-0.0128
7.6,9.27,0.11
1.05,7.5,0.1522
9.91,2.05,-0.0781
3.94,9.82,0.0025
7.84,3.59,0.1504
2.12,0.08,0.4202
0.42,3.99,-0.1052
6.33,0.37,0.0409
5.4,5.89,-0.1407
3.98,1.35,-0.2488
3.61,0.68,-0.0919
4.47,5.27,-0.0375
5.63,2.12,-0.1123
3.47,7.21,-0.1116
1.59,1.95,0.0539
1.57,2.46,0.3408
2.63,7.81,-0.0008
4.99,2.75,-0.0064
3.58,0.61,-0.0727
2.07,6.54,0.0985
1.36,8.91,0.0944
2.23,8.59,0.0239
3.06,3.7,0.1281
0.03,8.06,-0.0736
0.39,7.86,0.1441
4.89,5.47,-0.0047
0.6,2.03,-0.0071
3.18,8.64,-0.0737
5.4,0.42,-0.0789
9.55,8.51,0.0458
3.13,4.12,0.0175
4.19,3.51,-0.0573
2.06,5.26,0.2002
1.85,8.76,0.1208
6.62,4.14,0.0571
9.64,4.98,0.0502
8.37,5.93,0.0446
2.28,2.32,0.1858
3.06,9.36,0.0553
5.33,6.27,-0.0779
4.91,2.92,-0.0809
1.72,1.07,0.1265
8.44,6.72,0.0674
0.42,7.34,0.0668
3.14,8.43,0.0652
8.39,4.93,0.103
6.16,0.71,-0.0237
8.75,8.18,0.0118
5.75,6.45,0.0321
2.5,1.92,-0.0376
2.89,3.19,-0.1002
3.19,1.52,-0.1775
0.84,1.23,0.0165
9.46,4.7,0.0446
7.22,5.23,0.1341
7.96,2.75,0.1616
6.28,1.02,-0.0537
6.17,3.16,-0.097
0.76,9.66,0.142
0.79,4.68,0.2403
3.01,9.05,-0.0658
9.28,3.27,-0.0608
8.1,6.67,0.0569
6.05,8.5,-0.0773
6.92,6.06,-0.0185
2.78,0.29,0.1705
0.6,1.2,-0.0342
5.92,9.51,0.0261
4.49,5.12,-0.1838
4.72,0.94,-0.2021
1.16,5.03,0.1766
9.6,9.34,0.0245
5.29,4.17,-0.014
9.69,4.73,-0.0006
0.7,1.01,0.0812
9.13,9.36,-0.0294
8.13,4.1,0.0665
4.21,5.39,-0.1236
3.92,3.75,-0.0054
4.1,4.96,0.0107
7.29,9.33,0.0557
7.26,1.32,0.0025
4.77,4.23,0.0001
0.55,6.06,-0.0381
2.55,3.57,0.1876
1.63,5.46,0.2469
3.53,5.92,-0.0945
1.24,9.53,0.1652
0.71,6.05,-0.044
0.51,1.16,-0.0458
2.35,7.82,0.1515
7.36,4.28,0.1335
5.06,7.37,-0.1075
0.8,0.21,0.5541
1.9,3.45,0.1436
4.84,8.83,-0.0398
3.38,5.71,-0.0724
7.63,2.62,0.1748
9.41,4.48,-0.0633
0.5,2.53,0.3358
2.53,5.54,-0.0243
9.13,4.26,0.0875
3.57,3.35,-0.1402
4.57,4.26,-0.0055
7.53,0.53,0.1184
5.5,9.73,-0.0054
2.78,3.29,-0.0821
6.45,2.61,0.1146
0.33,6.31,-0.0549
3.79,6.69,-0.1363
5.6,6.62,-0.0814
1.71,6.51,-0.001
2.35,5.02,0.1381
0.64,7.23,0.1775
1.01,0.37,0.4732
9.68,0.83,-0.0402
2.86,7.02,-0.0176
5.68,6.95,-0.0655
9.8,2.2,-0.0371
6.09,8.06,-0.0788
8.58,9.17,-0.012
7.43,9.54,0.0195
3.43,7.47,0.0272
6.04,9.47,0.0457
0.85,6.58,0.1046
4.18,1.63,-0.2731
2.13,5.64,0.1998
1.31,9.98,0.1512
2.46,6.8,0.0614
2.8,5.89,-0.0639
8.97,4.21,0.0972
1.57,0.4,0.4179
4.19,5.27,-0.0174
2.84,6.0,0.0853
0.91,3.96,-0.0352
8.15,3.76,0.1185
1.5,1.23,0.0797
2.13,3.41,0.075
5.55,5.92,-0.1024
9.34,3.14,-0.0553
9.03,2.08,-0.006
1.56,8.18,0.1726
9.46,0.94,-0.033
9.96,3.47,-0.0279
8.28,3.76,0.1111
1.69,2.29,0.2337
2.38,1.21,0.0029
4.1,5.11,-0.1781
3.0,5.07,-0.0414
8.72,2.43,0.1058
6.06,5.23,0.0632
4.67,3.53,-0.0489
2.84,2.51,0.18
5.42,4.93,-0.0214
2.25,1.87,-0.0171
6.22,4.52,-0.0564
1.22,4.65,0.2818
3.74,5.01,0.0209
3.36,0.78,-0.0706
6.1,9.62,-0.0352
4.9,9.28,-0.0044
6.62,2.43,0.0964
8.33,7.12,0.0975
1.21,2.27,0.2333
5.83,5.2,0.0156
4.1,5.72,-0.1497
7.68,0.56,0.1172
9.56,2.42,0.0353
6.22,2.37,0.0391
6.22,9.01,-0.0131
5.98,5.1,-0.1062
7.32,2.75,0.1594
6.65,4.71,0.0725
6.57,8.39,-0.0055
4.18,8.6,-0.1295
2.54,7.12,0.1055
5.43,5.31,-0.0942
5.73,0.82,-0.0951
7.77,0.6,0.1124
9.63,4.3,0.0331
3.45,6.16,-0.1006
1.69,1.86,0.0232
3.94,2.59,0.0332
2.32,9.15,0.0366
0.34,0.03,0.6262
5.59,1.72,-0.1951
1.14,7.75,0.1457
